x1_binary,x2_5level_discrete,x3_5level_decimal,x4_4level_categorical,x5_3level_categorical,x6_binary,pred_mean,pred_std
0,5,0.25,2,0,0,0.53802764,0.9020989
0,5,0.25,2,1,1,0.50728565,0.8967432
0,5,0.25,2,1,0,0.5489204,0.8995547
0,5,0.25,2,2,1,0.42236695,0.90729505
0,5,0.25,2,2,0,0.45734552,0.9070317
0,5,0.5,1,0,1,0.5223401,0.89805543
0,5,0.5,1,0,0,0.5903826,0.89882356
0,5,0.5,1,1,1,0.5478031,0.89909357
0,5,0.5,1,1,0,0.63899964,0.89695203
0,5,0.5,1,2,1,0.48372513,0.9099526
0,5,0.5,1,2,0,0.5673132,0.9071328
0,5,0.5,3,0,1,0.3950517,0.9086386
0,5,0.5,3,0,0,0.3992855,0.9150574
0,5,0.5,3,1,1,0.37587634,0.90518445
0,5,0.5,3,1,0,0.37188968,0.908488
0,5,0.5,3,2,1,0.28849918,0.9115084
0,5,0.5,3,2,0,0.27437684,0.9114164
0,5,0.5,0,0,1,0.4819419,0.9101268
0,5,0.5,0,0,0,0.5770988,0.9073945
0,5,0.5,0,1,1,0.5231011,0.9077835
0,5,0.5,0,1,0,0.6481403,0.90287834
0,5,0.5,0,2,1,0.48131698,0.91822153
0,5,0.5,0,2,0,0.59374434,0.9136894
0,5,0.5,2,0,1,0.49145508,0.89578223
0,5,0.5,2,0,0,0.5211575,0.9018956
0,5,0.5,2,1,1,0.49236792,0.89679325
0,5,0.5,2,1,0,0.5300741,0.8987762
0,5,0.5,2,2,1,0.40823197,0.90625757
0,5,0.5,2,2,0,0.43881753,0.9057501
0,5,0.75,1,0,1,0.50568265,0.8996671
0,5,0.75,1,0,0,0.5669358,0.8998416
0,5,0.75,1,1,1,0.530379,0.9004112
0,5,0.75,1,1,0,0.61419046,0.8979528
0,5,0.75,1,2,1,0.46831295,0.91047263
0,5,0.75,1,2,0,0.545918,0.9077758
0,5,0.75,3,0,1,0.3758404,0.9108162
0,5,0.75,3,0,0,0.378672,0.91614133
0,5,0.75,3,1,1,0.3544314,0.90677255
0,5,0.75,3,1,0,0.3480475,0.9090798
0,5,0.75,3,2,1,0.26892477,0.91189796
0,5,0.75,3,2,0,0.25124192,0.91120857
0,5,0.75,0,0,1,0.47005823,0.9113195
0,5,0.75,0,0,0,0.5582974,0.90838903
0,5,0.75,0,1,1,0.5109751,0.9092917
0,5,0.75,0,1,0,0.6276018,0.9042916
0,5,0.75,0,2,1,0.4704895,0.9192201
0,5,0.75,0,2,0,0.57665443,0.9147856
0,5,0.75,2,0,1,0.47108468,0.8982386
0,5,0.75,2,0,0,0.4974017,0.90305436
0,5,0.75,2,1,1,0.47085214,0.8982755
0,5,0.75,2,1,0,0.50418276,0.89944863
0,5,0.75,2,2,1,0.389166,0.90644985
0,5,0.75,2,2,0,0.41516003,0.9057872
0,5,1.0,1,0,1,0.4826944,0.90258807
0,5,1.0,1,0,0,0.53690636,0.9022267
0,5,1.0,1,1,1,0.5063824,0.90299845
0,5,1.0,1,1,0,0.5817615,0.90040284
0,5,1.0,1,2,1,0.4474357,0.9121189
0,5,1.0,1,2,0,0.51803756,0.9096762
0,5,1.0,3,0,1,0.35256717,0.91399556
0,5,1.0,3,0,0,0.35429463,0.91819084
0,5,1.0,3,1,1,0.32956222,0.9094768
0,5,1.0,3,1,0,0.32145324,0.9108753
0,5,1.0,3,2,1,0.24749735,0.91341347
0,5,1.0,3,2,0,0.22756493,0.91227657
0,5,1.0,0,0,1,0.45255086,0.9136072
0,5,1.0,0,0,0,0.53283393,0.91060597
0,5,1.0,0,1,1,0.49252686,0.91191494
0,5,1.0,0,1,0,0.5989753,0.9070761
0,5,1.0,0,2,1,0.45403004,0.92114764
0,5,1.0,0,2,0,0.55226177,0.9170023
0,5,1.0,2,0,1,0.4451439,0.9019391
0,5,1.0,2,0,0,0.4681115,0.90547585
0,5,1.0,2,1,1,0.44392082,0.901051
0,5,1.0,2,1,0,0.47268334,0.901542
0,5,1.0,2,2,1,0.3661827,0.9078947
0,5,1.0,2,2,0,0.38776797,0.90717375
1,1,0.0,1,0,1,-0.36050978,0.91508883
1,1,0.0,1,0,0,-0.23884758,0.9085552
1,1,0.0,1,1,1,-0.5293646,0.9083271
1,1,0.0,1,1,0,-0.4088101,0.90223
1,1,0.0,1,2,1,-0.6283388,0.9090032
1,1,0.0,1,2,0,-0.52634186,0.904129
1,1,0.0,3,0,1,-0.36537728,0.92371446
1,1,0.0,3,0,0,-0.23247626,0.92007965
1,1,0.0,3,1,1,-0.5176233,0.9157763
1,1,0.0,3,1,0,-0.3718765,0.91195214
1,1,0.0,3,2,1,-0.6080295,0.9158249
1,1,0.0,3,2,0,-0.47707468,0.9126909
1,1,0.0,0,0,1,-0.2582663,0.92105913
1,1,0.0,0,0,0,-0.16086659,0.9149485
1,1,0.0,0,1,1,-0.395219,0.91671586
1,1,0.0,0,1,0,-0.3094041,0.9108776
1,1,0.0,0,2,1,-0.4781044,0.9193545
1,1,0.0,0,2,0,-0.4134803,0.9144152
1,1,0.0,2,0,1,-0.40824816,0.916371
1,1,0.0,2,0,0,-0.27017257,0.91125506
1,1,0.0,2,1,1,-0.5844433,0.90783304
1,1,0.0,2,1,0,-0.43461284,0.9030063
1,1,0.0,2,2,1,-0.6872069,0.90708023
1,1,0.0,2,2,0,-0.5523121,0.9038896
1,1,0.25,1,0,1,-0.36194643,0.9136922
1,1,0.25,1,0,0,-0.24033341,0.90690136
1,1,0.25,1,1,1,-0.5328811,0.9061591
1,1,0.25,1,1,0,-0.4148598,0.8989892
1,1,0.25,1,2,1,-0.63299596,0.90659904
1,1,0.25,1,2,0,-0.53553,0.89988977
1,1,0.25,3,0,1,-0.3603898,0.9220667
1,1,0.25,3,0,0,-0.22463122,0.91812664
1,1,0.25,3,1,1,-0.5132632,0.9139594
1,1,0.25,3,1,0,-0.36602822,0.90950376
1,1,0.25,3,2,1,-0.6054366,0.9144378
1,1,0.25,3,2,0,-0.47500142,0.9104714
1,1,0.25,0,0,1,-0.26215556,0.91966665
1,1,0.25,0,0,0,-0.16534302,0.91330504
1,1,0.25,0,1,1,-0.4016355,0.9146634
1,1,0.25,0,1,0,-0.31864473,0.907981
1,1,0.25,0,2,1,-0.4854133,0.91708356
1,1,0.25,0,2,0,-0.42501855,0.9107519
1,1,0.25,2,0,1,-0.4058467,0.914882
1,1,0.25,2,0,0,-0.26621398,0.90941906
1,1,0.25,2,1,1,-0.583151,0.90586597
1,1,0.25,2,1,0,-0.4336315,0.90001863
1,1,0.25,2,2,1,-0.68734473,0.9052366
1,1,0.25,2,2,0,-0.5550344,0.90057737
1,1,0.5,1,0,1,-0.36022922,0.9134028
1,1,0.5,1,0,0,-0.24049363,0.90654385
1,1,0.5,1,1,1,-0.53077126,0.9051913
1,1,0.5,1,1,0,-0.41704056,0.8970783
1,1,0.5,1,2,1,-0.6300134,0.9053941
1,1,0.5,1,2,0,-0.53862405,0.89686906
1,1,0.5,3,0,1,-0.35157844,0.92128474
1,1,0.5,3,0,0,-0.21491513,0.91714716
1,1,0.5,3,1,1,-0.5028337,0.91321254
1,1,0.5,3,1,0,-0.35643038,0.9082605
1,1,0.5,3,2,1,-0.5950089,0.9141913
1,1,0.5,3,2,0,-0.46711624,0.9095386
1,1,0.5,0,0,1,-0.26429167,0.9192773
1,1,0.5,0,0,0,-0.16957435,0.9128397
1,1,0.5,0,1,1,-0.40439638,0.9136424
1,1,0.5,0,1,0,-0.3252997,0.90624684
1,1,0.5,0,2,1,-0.48757586,0.91576153
1,1,0.5,0,2,0,-0.43207982,0.90810037
1,1,0.5,2,0,1,-0.39922294,0.9144345
1,1,0.5,2,0,0,-0.26015392,0.90876716
1,1,0.5,2,1,1,-0.5749512,0.9051251
1,1,0.5,2,1,0,-0.42827007,0.8983776
1,1,0.5,2,2,1,-0.6783849,0.9047099
1,1,0.5,2,2,0,-0.5510386,0.8986231
1,1,0.75,1,0,1,-0.35544047,0.91423047
1,1,0.75,1,0,0,-0.23927161,0.9074882
1,1,0.75,1,1,1,-0.5231484,0.90551007
1,1,0.75,1,1,0,-0.41508266,0.89670026
1,1,0.75,1,2,1,-0.6195936,0.90550274
1,1,0.75,1,2,0,-0.5351891,0.8954343
1,1,0.75,3,0,1,-0.33952495,0.9214376
1,1,0.75,3,0,0,-0.20405135,0.9172355
1,1,0.75,3,1,1,-0.48706523,0.9135987
1,1,0.75,3,1,0,-0.3438088,0.9083428
1,1,0.75,3,2,1,-0.57750356,0.91508543
1,1,0.75,3,2,0,-0.45399794,0.90995914
1,1,0.75,0,0,1,-0.2644944,0.9199205
1,1,0.75,0,0,0,-0.17323491,0.9135842
1,1,0.75,0,1,1,-0.4032506,0.91374743
1,1,0.75,0,1,0,-0.3287855,0.9058539
1,1,0.75,0,2,1,-0.48437837,0.9155167
1,1,0.75,0,2,0,-0.4339858,0.90676296
1,1,0.75,2,0,1,-0.38884404,0.91505414
1,1,0.75,2,0,0,-0.2524545,0.90934837
1,1,0.75,2,1,1,-0.56047297,0.90566635
1,1,0.75,2,1,0,-0.41899064,0.8982598
1,1,0.75,2,2,1,-0.66107714,0.9055217
1,1,0.75,2,2,0,-0.54058003,0.89823383
1,1,1.0,1,0,1,-0.3476884,0.91610444
1,1,1.0,1,0,0,-0.23653516,0.90964556
1,1,1.0,1,1,1,-0.5102534,0.90711325
1,1,1.0,1,1,0,-0.40878788,0.8979483
1,1,1.0,1,2,1,-0.60223365,0.90694857
1,1,1.0,1,2,0,-0.52502257,0.895862
1,1,1.0,3,0,1,-0.32488695,0.92253
1,1,1.0,3,0,0,-0.19270757,0.91840476
1,1,1.0,3,1,1,-0.4668586,0.91509885
1,1,1.0,3,1,0,-0.3288999,0.90975916
1,1,1.0,3,2,1,-0.55399406,0.91703373
1,1,1.0,3,2,0,-0.43645272,0.91167504
1,1,1.0,0,0,1,-0.26258317,0.9215429
1,1,1.0,0,0,0,-0.17589292,0.915472
1,1,1.0,0,1,1,-0.39804277,0.9149902
1,1,1.0,0,1,0,-0.32860246,0.90687925
1,1,1.0,0,2,1,-0.4758098,0.9164019
1,1,1.0,0,2,0,-0.43027207,0.90695465
1,1,1.0,2,0,1,-0.37525126,0.91669494
1,1,1.0,2,0,0,-0.2435123,0.911123
1,1,1.0,2,1,1,-0.5405303,0.90745854
1,1,1.0,2,1,0,-0.40624896,0.8997222
1,1,1.0,2,2,1,-0.63653433,0.9075995
1,1,1.0,2,2,0,-0.5241643,0.8994936
1,2,0.0,1,0,1,-0.2146239,0.9071723
1,2,0.0,1,0,0,-0.065823644,0.9048559
1,2,0.0,1,1,1,-0.30179605,0.9003912
1,2,0.0,1,1,0,-0.1450043,0.8994859
1,2,0.0,1,2,1,-0.34638128,0.9033407
1,2,0.0,1,2,0,-0.21447733,0.904946
1,2,0.0,3,0,1,-0.24089333,0.91388756
1,2,0.0,3,0,0,-0.087727636,0.91127276
1,2,0.0,3,1,1,-0.31710967,0.90737164
1,2,0.0,3,1,0,-0.14625838,0.90609974
1,2,0.0,3,2,1,-0.36638144,0.91156524
1,2,0.0,3,2,0,-0.214825,0.91172534
1,2,0.0,0,0,1,-0.11561361,0.91164815
1,2,0.0,0,0,0,0.012111214,0.9094104
1,2,0.0,0,1,1,-0.1928545,0.90525174
1,2,0.0,0,1,0,-0.068474144,0.90575147
1,2,0.0,0,2,1,-0.24124107,0.910151
1,2,0.0,0,2,0,-0.14284757,0.91282004
1,2,0.0,2,0,1,-0.2692531,0.90826845
1,2,0.0,2,0,0,-0.10720435,0.9054589
1,2,0.0,2,1,1,-0.35375044,0.9010803
1,2,0.0,2,1,0,-0.17201361,0.899138
1,2,0.0,2,2,1,-0.39917544,0.90355957
1,2,0.0,2,2,0,-0.23978463,0.9039377
1,2,0.25,1,0,1,-0.21676132,0.9052931
1,2,0.25,1,0,0,-0.06676993,0.90300447
1,2,0.25,1,1,1,-0.30265543,0.89811695
1,2,0.25,1,1,0,-0.14680222,0.8967192
1,2,0.25,1,2,1,-0.34580573,0.901236
1,2,0.25,1,2,0,-0.21646157,0.9020594
1,2,0.25,3,0,1,-0.24245921,0.911225
1,2,0.25,3,0,0,-0.08523759,0.9089689
1,2,0.25,3,1,1,-0.31701425,0.9045773
1,2,0.25,3,1,0,-0.14292094,0.9035273
1,2,0.25,3,2,1,-0.36563605,0.90961254
1,2,0.25,3,2,0,-0.2126613,0.9095474
1,2,0.25,0,0,1,-0.11752656,0.9099359
1,2,0.25,0,0,0,0.010154751,0.90770715
1,2,0.25,0,1,1,-0.1946806,0.90308976
1,2,0.25,0,1,0,-0.07217428,0.9033451
1,2,0.25,0,2,1,-0.2426531,0.90819395
1,2,0.25,0,2,0,-0.14705232,0.9103719
1,2,0.25,2,0,1,-0.271351,0.9059855
1,2,0.25,2,0,0,-0.10580656,0.9033345
1,2,0.25,2,1,1,-0.35366222,0.89858174
1,2,0.25,2,1,0,-0.16962561,0.89629316
1,2,0.25,2,2,1,-0.3976976,0.9015556
1,2,0.25,2,2,0,-0.23838183,0.9011735
1,2,0.5,1,0,1,-0.21785048,0.90478116
1,2,0.5,1,0,0,-0.06857285,0.9025746
1,2,0.5,1,1,1,-0.30132678,0.897318
1,2,0.5,1,1,0,-0.1486763,0.8954423
1,2,0.5,1,2,1,-0.3423082,0.90056986
1,2,0.5,1,2,0,-0.21722856,0.9004967
1,2,0.5,3,0,1,-0.24191377,0.9096647
1,2,0.5,3,0,0,-0.08271924,0.9079542
1,2,0.5,3,1,1,-0.31415185,0.9030366
1,2,0.5,3,1,0,-0.13951942,0.90232736
1,2,0.5,3,2,1,-0.3611054,0.9088533
1,2,0.5,3,2,0,-0.20915273,0.9085897
1,2,0.5,0,0,1,-0.11965403,0.9095229
1,2,0.5,0,0,0,0.006004003,0.90740156
1,2,0.5,0,1,1,-0.19567123,0.9023645
1,2,0.5,0,1,0,-0.07675955,0.9023255
1,2,0.5,0,2,1,-0.24235699,0.9075401
1,2,0.5,0,2,0,-0.15066198,0.9090711
1,2,0.5,2,0,1,-0.27115902,0.90495044
1,2,0.5,2,0,0,-0.10433188,0.90259486
1,2,0.5,2,1,1,-0.3504772,0.89748156
1,2,0.5,2,1,0,-0.16723534,0.8949701
1,2,0.5,2,2,1,-0.39222136,0.9009473
1,2,0.5,2,2,0,-0.23560259,0.8997979
1,2,0.75,1,0,1,-0.21775058,0.9056593
1,2,0.75,1,0,0,-0.071116835,0.9035902
1,2,0.75,1,1,1,-0.29793665,0.8980629
1,2,0.75,1,1,0,-0.15040788,0.895794
1,2,0.75,1,2,1,-0.33627006,0.9014044
1,2,0.75,1,2,0,-0.21673879,0.90042263
1,2,0.75,3,0,1,-0.23922399,0.90938675
1,2,0.75,3,0,0,-0.0803515,0.9083345
1,2,0.75,3,1,1,-0.30876562,0.90294224
1,2,0.75,3,1,0,-0.13637277,0.90262127
1,2,0.75,3,2,1,-0.35313347,0.9093663
1,2,0.75,3,2,0,-0.20460764,0.9089453
1,2,0.75,0,0,1,-0.121843845,0.91043484
1,2,0.75,0,0,0,1.2191013e-06,0.90849626
1,2,0.75,0,1,1,-0.19576707,0.90313953
1,2,0.75,0,1,0,-0.08184835,0.9027864
1,2,0.75,0,2,1,-0.24039242,0.9082418
1,2,0.75,0,2,0,-0.15340659,0.90904033
1,2,0.75,2,0,1,-0.2686527,0.9052622
1,2,0.75,2,0,0,-0.10299268,0.90330356
1,2,0.75,2,1,1,-0.3444855,0.89789206
1,2,0.75,2,1,0,-0.16522202,0.8953137
1,2,0.75,2,2,1,-0.38325217,0.9017857
1,2,0.75,2,2,0,-0.23177972,0.89996535
1,2,1.0,1,0,1,-0.21618876,0.9078312
1,2,1.0,1,0,0,-0.07408205,0.9059527
1,2,1.0,1,1,1,-0.29249683,0.9002917
1,2,1.0,1,1,0,-0.15160534,0.89776945
1,2,1.0,1,2,1,-0.32788965,0.90366286
1,2,1.0,1,2,0,-0.21485707,0.90187734
1,2,1.0,3,0,1,-0.2343525,0.9104753
1,2,1.0,3,0,0,-0.07826498,0.9100748
1,2,1.0,3,1,1,-0.30100217,0.9043725
1,2,1.0,3,1,0,-0.13355604,0.90439713
1,2,1.0,3,2,1,-0.34211653,0.91113085
1,2,1.0,3,2,0,-0.19922861,0.91059554
1,2,1.0,0,0,1,-0.12379047,0.9125793
1,2,1.0,0,0,0,-0.0072352616,0.910864
1,2,1.0,0,1,1,-0.19480827,0.90534455
1,2,1.0,0,1,0,-0.08691189,0.904693
1,2,1.0,0,2,1,-0.23674825,0.9102334
1,2,1.0,0,2,0,-0.15497729,0.91030204
1,2,1.0,2,0,1,-0.26378533,0.90691566
1,2,1.0,2,0,0,-0.10183433,0.90539944
1,2,1.0,2,1,1,-0.33588955,0.8998085
1,2,1.0,2,1,0,-0.16347787,0.89730906
1,2,1.0,2,2,1,-0.37127408,0.90400654
1,2,1.0,2,2,0,-0.2270532,0.9016918
1,3,0.0,1,0,1,0.010885027,0.903741
1,3,0.0,1,0,0,0.18952653,0.90559506
1,3,0.0,1,1,1,0.012897876,0.8951417
1,3,0.0,1,1,0,0.20382378,0.8992583
1,3,0.0,1,2,1,0.022052255,0.90074205
1,3,0.0,1,2,0,0.17713186,0.9062185
1,3,0.0,3,0,1,0.0101441415,0.91450495
1,3,0.0,3,0,0,0.17108801,0.91289186
1,3,0.0,3,1,1,-0.003833267,0.90797263
1,3,0.0,3,1,0,0.16330853,0.9073787
1,3,0.0,3,2,1,-0.031371985,0.910745
1,3,0.0,3,2,0,0.105378,0.91284037
1,3,0.0,0,0,1,0.078192264,0.9039978
1,3,0.0,0,0,0,0.23602405,0.90573823
1,3,0.0,0,1,1,0.078972965,0.8941067
1,3,0.0,0,1,0,0.247583,0.89963734
1,3,0.0,0,2,1,0.07415131,0.9046449
1,3,0.0,0,2,0,0.21060124,0.9105724
1,3,0.0,2,0,1,-0.015336963,0.9074758
1,3,0.0,2,0,0,0.16604725,0.9081346
1,3,0.0,2,1,1,-0.016622517,0.90018916
1,3,0.0,2,1,0,0.17504463,0.9019183
1,3,0.0,2,2,1,-0.0179095,0.9024528
1,3,0.0,2,2,0,0.13923553,0.9064907
1,3,0.25,1,0,1,0.0053856643,0.9012623
1,3,0.25,1,0,0,0.18622378,0.90356296
1,3,0.25,1,1,1,0.012061504,0.8925673
1,3,0.25,1,1,0,0.20339486,0.89692056
1,3,0.25,1,2,1,0.024701681,0.8987852
1,3,0.25,1,2,0,0.17871532,0.90418994
1,3,0.25,3,0,1,0.0006379159,0.91235775
1,3,0.25,3,0,0,0.16577062,0.91123086
1,3,0.25,3,1,1,-0.011738214,0.9058937
1,3,0.25,3,1,0,0.15851668,0.9056422
1,3,0.25,3,2,1,-0.03693709,0.9089346
1,3,0.25,3,2,0,0.10168591,0.91110355
1,3,0.25,0,0,1,0.07744089,0.9015263
1,3,0.25,0,0,0,0.23571602,0.90367275
1,3,0.25,0,1,1,0.08169493,0.8910523
1,3,0.25,0,1,0,0.24953851,0.89713335
1,3,0.25,0,2,1,0.07827428,0.9024822
1,3,0.25,0,2,0,0.2132793,0.9086163
1,3,0.25,2,0,1,-0.025180552,0.90500265
1,3,0.25,2,0,0,0.160566,0.9062278
1,3,0.25,2,1,1,-0.022250745,0.89795417
1,3,0.25,2,1,0,0.17193875,0.8998675
1,3,0.25,2,2,1,-0.019384358,0.9006887
1,3,0.25,2,2,0,0.13829651,0.9045375
1,3,0.5,1,0,1,-0.0005107848,0.9002015
1,3,0.5,1,0,0,0.17947325,0.90291643
1,3,0.5,1,1,1,0.010664252,0.89169157
1,3,0.5,1,1,0,0.19893745,0.8961273
1,3,0.5,1,2,1,0.026383724,0.8983918
1,3,0.5,1,2,0,0.17681137,0.90351343
1,3,0.5,3,0,1,-0.009940418,0.9113064
1,3,0.5,3,0,0,0.15616646,0.91084695
1,3,0.5,3,1,1,-0.020599041,0.9050779
1,3,0.5,3,1,0,0.14960077,0.90527755
1,3,0.5,3,2,1,-0.042717014,0.9083768
1,3,0.5,3,2,0,0.09545037,0.9105602
1,3,0.5,0,0,1,0.075175434,0.9006341
1,3,0.5,0,0,0,0.2310873,0.9031523
1,3,0.5,0,1,1,0.08276412,0.8899801
1,3,0.5,0,1,0,0.24663189,0.89633924
1,3,0.5,0,2,1,0.08078483,0.90187454
1,3,0.5,0,2,0,0.212163,0.9079713
1,3,0.5,2,0,1,-0.035356913,0.90375537
1,3,0.5,2,0,0,0.15161255,0.905607
1,3,0.5,2,1,1,-0.028293047,0.897154
1,3,0.5,2,1,0,0.16491887,0.89924395
1,3,0.5,2,2,1,-0.02123228,0.90040725
1,3,0.5,2,2,0,0.13427404,0.9039173
1,3,0.75,1,0,1,-0.0064377515,0.90066624
1,3,0.75,1,0,0,0.16964504,0.90370524
1,3,0.75,1,1,1,0.008556274,0.8926048
1,3,0.75,1,1,0,0.19061223,0.89695114
1,3,0.75,1,2,1,0.026706722,0.89958555
1,3,0.75,1,2,0,0.17136702,0.9042471
1,3,0.75,3,0,1,-0.020789716,0.9114502
1,3,0.75,3,0,0,0.1430479,0.9117394
1,3,0.75,3,1,1,-0.029781792,0.9055954
1,3,0.75,3,1,0,0.13723382,0.9062735
1,3,0.75,3,2,1,-0.048281346,0.90912896
1,3,0.75,3,2,0,0.087032855,0.91124624
1,3,0.75,0,0,1,0.07140699,0.90142095
1,3,0.75,0,0,0,0.22238323,0.90421003
1,3,0.75,0,1,1,0.08182362,0.8910558
1,3,0.75,0,1,0,0.23900583,0.8973401
1,3,0.75,0,2,1,0.08132288,0.9028935
1,3,0.75,0,2,0,0.20720333,0.9086995
1,3,0.75,2,0,1,-0.044999156,0.9038649
1,3,0.75,2,0,0,0.13978818,0.90631336
1,3,0.75,2,1,1,-0.034403834,0.89785147
1,3,0.75,2,1,0,0.15437862,0.90008503
1,3,0.75,2,2,1,-0.023563001,0.90159893
1,3,0.75,2,2,0,0.12728223,0.9046756
1,3,1.0,1,0,1,-0.01198003,0.9026329
1,3,1.0,1,0,0,0.15737256,0.9058584
1,3,1.0,1,1,1,0.0057251723,0.89522785
1,3,1.0,1,1,0,0.17892948,0.8993241
1,3,1.0,1,2,1,0.025482502,0.9022515
1,3,1.0,1,2,0,0.16263309,0.90633255
1,3,1.0,3,0,1,-0.03102127,0.9127991
1,3,1.0,3,0,0,0.12758484,0.9137952
1,3,1.0,3,1,1,-0.03858528,0.90741587
1,3,1.0,3,1,0,0.12239012,0.90851754
1,3,1.0,3,2,1,-0.05322716,0.91113913
1,3,1.0,3,2,0,0.0769662,0.91310185
1,3,1.0,0,0,1,0.0663099,0.90381205
1,3,1.0,0,0,0,0.21020982,0.90672225
1,3,1.0,0,1,1,0.078770846,0.8941554
1,3,1.0,0,1,0,0.22725406,0.9000345
1,3,1.0,0,2,1,0.0797334,0.9054438
1,3,1.0,0,2,0,0.19866341,0.9107391
1,3,1.0,2,0,1,-0.05316243,0.9053674
1,3,1.0,2,0,0,0.12597057,0.9082842
1,3,1.0,2,1,1,-0.040161345,0.8999997
1,3,1.0,2,1,0,0.14104202,0.9023158
1,3,1.0,2,2,1,-0.026346061,0.9041437
1,3,1.0,2,2,0,0.11769751,0.9067482
1,4,0.0,1,0,1,0.2935823,0.9031207
1,4,0.0,1,0,0,0.42964196,0.90244544
1,4,0.0,1,1,1,0.34844568,0.8987277
1,4,0.0,1,1,0,0.5019098,0.8968226
1,4,0.0,1,2,1,0.35663924,0.9042886
1,4,0.0,1,2,0,0.48936903,0.90293837
1,4,0.0,3,0,1,0.2591701,0.9138358
1,4,0.0,3,0,0,0.34782282,0.91631895
1,4,0.0,3,1,1,0.2720233,0.9086131
1,4,0.0,3,1,0,0.36082718,0.909436
1,4,0.0,3,2,1,0.23424682,0.9113227
1,4,0.0,3,2,0,0.3056145,0.9112037
1,4,0.0,0,0,1,0.30382112,0.9080032
1,4,0.0,0,0,0,0.441964,0.9048429
1,4,0.0,0,1,1,0.3586631,0.9023974
1,4,0.0,0,1,0,0.5185761,0.8990466
1,4,0.0,0,2,1,0.36526015,0.9108793
1,4,0.0,0,2,0,0.5043166,0.90895784
1,4,0.0,2,0,1,0.28142735,0.90428275
1,4,0.0,2,0,0,0.39697638,0.906922
1,4,0.0,2,1,1,0.31924018,0.9004618
1,4,0.0,2,1,0,0.44347587,0.9007922
1,4,0.0,2,2,1,0.30727616,0.9039345
1,4,0.0,2,2,0,0.412677,0.9032401
1,4,0.25,1,0,1,0.2871839,0.9005694
1,4,0.25,1,0,0,0.42250165,0.8998054
1,4,0.25,1,1,1,0.34586772,0.8961567
1,4,0.25,1,1,0,0.49794778,0.8940596
1,4,0.25,1,2,1,0.35748866,0.9017983
1,4,0.25,1,2,0,0.48848513,0.9004179
1,4,0.25,3,0,1,0.2488344,0.9120397
1,4,0.25,3,0,0,0.3378757,0.91468126
1,4,0.25,3,1,1,0.26150194,0.90672
1,4,0.25,3,1,0,0.35008875,0.9074248
1,4,0.25,3,2,1,0.22522637,0.90923977
1,4,0.25,3,2,0,0.29577616,0.90881526
1,4,0.25,0,0,1,0.30214706,0.9059204
1,4,0.25,0,0,0,0.43957713,0.9025066
1,4,0.25,0,1,1,0.3607715,0.90021217
1,4,0.25,0,1,0,0.51993084,0.89666337
1,4,0.25,0,2,1,0.36943206,0.9089768
1,4,0.25,0,2,0,0.50737673,0.9070325
1,4,0.25,2,0,1,0.27168337,0.9017105
1,4,0.25,2,0,0,0.38704082,0.9045691
1,4,0.25,2,1,1,0.3114902,0.89794517
1,4,0.25,2,1,0,0.43488643,0.8981765
1,4,0.25,2,2,1,0.30253437,0.90134263
1,4,0.25,2,2,0,0.4066954,0.9004127
1,4,0.5,1,0,1,0.27741215,0.89935064
1,4,0.5,1,0,0,0.4097229,0.89852345
1,4,0.5,1,1,1,0.33882985,0.8950061
1,4,0.5,1,1,0,0.4868212,0.8928214
1,4,0.5,1,2,1,0.35338062,0.9006379
1,4,0.5,1,2,0,0.48041448,0.8993366
1,4,0.5,3,0,1,0.23480245,0.91135174
1,4,0.5,3,0,0,0.32289138,0.9140924
1,4,0.5,3,1,1,0.24699172,0.90602285
1,4,0.5,3,1,0,0.33407196,0.90663165
1,4,0.5,3,2,1,0.21294257,0.90830374
1,4,0.5,3,2,0,0.2817379,0.90763575
1,4,0.5,0,0,1,0.29699543,0.9051449
1,4,0.5,0,0,0,0.43133554,0.9016114
1,4,0.5,0,1,1,0.3584018,0.899495
1,4,0.5,0,1,0,0.5138393,0.895894
1,4,0.5,0,2,1,0.3687671,0.90831655
1,4,0.5,0,2,0,0.5031768,0.90644175
1,4,0.5,2,0,1,0.2582998,0.9004476
1,4,0.5,2,0,0,0.37167522,0.9034331
1,4,0.5,2,1,1,0.29933318,0.89676714
1,4,0.5,2,1,0,0.4199055,0.89694244
1,4,0.5,2,2,1,0.2934337,0.9000533
1,4,0.5,2,2,0,0.39471748,0.89900863
1,4,0.75,1,0,1,0.26475236,0.89958525
1,4,0.75,1,0,0,0.39199468,0.8987247
1,4,0.75,1,1,1,0.32752445,0.8953867
1,4,0.75,1,1,0,0.46906096,0.89323926
1,4,0.75,1,2,1,0.34425268,0.90093696
1,4,0.75,1,2,0,0.46543875,0.89980656
1,4,0.75,3,0,1,0.21780643,0.9118345
1,4,0.75,3,0,0,0.3036521,0.91459423
1,4,0.75,3,1,1,0.22927567,0.9065705
1,4,0.75,3,1,0,0.3136333,0.907117
1,4,0.75,3,2,1,0.19803172,0.90859336
1,4,0.75,3,2,0,0.264225,0.9077834
1,4,0.75,0,0,1,0.28852904,0.90574235
1,4,0.75,0,0,0,0.41759342,0.9022449
1,4,0.75,0,1,1,0.3514328,0.9003082
1,4,0.75,0,1,0,0.50037277,0.8968084
1,4,0.75,0,2,1,0.36306447,0.90896344
1,4,0.75,0,2,0,0.4917602,0.907238
